family_id,twin_id,eye,subject_id,iris_id,image_idx,filename,relative_path,absolute_path,file_extension,file_size_bytes,sha256,width,height,mode,format,readable,error,filename_pattern_ok,filename_family_id,filename_twin_id,filename_eye,filename_image_idx,folder_filename_consistent,quality_ok,brightness,contrast,focus_score,dark_ratio,bright_ratio,folder_class,flag_low_focus,flag_low_contrast,flag_high_bright_ratio,flag_high_dark_ratio,quality_reject,quality_flag_any,segmentation_ok,pupil_found,iris_found,pupil_x,pupil_y,pupil_r,pupil_score,pupil_method,pupil_inner_mean,pupil_ring_mean,pupil_circularity,iris_x,iris_y,iris_r,iris_score,iris_method,iris_edge_score,iris_contrast,iris_confidence,iris_pupil_radius_ratio,iris_center_offset
17,1,R,F17_T1,F17_T1_R,3,S3171R03.jpg,17/1R/S3171R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/1R/S3171R03.jpg,.jpg,18774,fd934bbe2d8eaa2153dbeb15996c865183f1080fc852e1d380411bc2665aec7b,640,480,L,JPEG,True,iris not found,True,17,1,R,3,True,True,126.0353012084961,44.732120513916016,35.71317023466959,0.017578125,0.000107421875,1R,False,False,False,False,False,False,False,True,False,344.0177307128906,97.92637634277344,77.19825744628906,328.3432686757584,threshold_p4,29.582207113837992,78.08111690377308,0.266238961613975,,,,,,,,none,,
17,1,R,F17_T1,F17_T1_R,10,S3171R10.jpg,17/1R/S3171R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/1R/S3171R10.jpg,.jpg,21043,87c43b54e2290031df68d71330eff82875a14279820a00ab1a745c3cc82c6b3a,640,480,L,JPEG,True,iris not found,True,17,1,R,10,True,True,126.595703125,46.24357986450195,48.83288450453014,0.013984375,8.463541666666667e-05,1R,False,False,False,False,False,False,False,True,False,382.0,123.0,78.0,342.9253211810778,hough_pupil,34.71785092446729,85.29724947723983,0.75,,,,,,,,none,,
17,2,L,F17_T2,F17_T2_L,4,S3172L04.jpg,17/2L/S3172L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/2L/S3172L04.jpg,.jpg,17861,9929210fc96ea5d5fbe4c3e5f396e4bb246dedfcc29739f48b30b8dcaddcf585,640,480,L,JPEG,True,,True,17,2,L,4,True,True,108.25481414794922,36.20674133300781,24.782769103834365,0.0076171875,7.486979166666666e-05,2L,False,False,False,False,False,False,False,True,True,281.0,203.0,83.0,362.5045270801278,hough_pupil,36.17355371900826,94.7378545352429,0.75,281.0,203.0,165.0,23.586520211093397,radial_lateral_search,20.530712127685547,4.3600006103515625,low,1.9879518072289155,0.0
17,2,L,F17_T2,F17_T2_L,9,S3172L09.jpg,17/2L/S3172L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/2L/S3172L09.jpg,.jpg,18819,914bbcde8ace9055e6a9f584e478533c0d9a9eecd44d651922f010e8608d33ba,640,480,L,JPEG,True,iris not found,True,17,2,L,9,True,True,122.3306655883789,36.49152755737305,36.815539075968,0.004912109375,9.765625e-05,2L,False,False,False,False,False,False,False,True,False,279.0,113.0,84.0,344.27701463475523,hough_pupil,36.78440986285795,88.92319502833121,0.75,,,,,,,,none,,
17,2,L,F17_T2,F17_T2_L,10,S3172L10.jpg,17/2L/S3172L10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/2L/S3172L10.jpg,.jpg,18652,b80a986b1386425a62d30958e99b8e5eb040ef82f42760dba1e9bc7d867fc901,640,480,L,JPEG,True,iris not found,True,17,2,L,10,True,True,122.98745727539062,39.7317008972168,32.92821435113483,0.0055729166666666,9.114583333333334e-05,2L,False,False,False,False,False,False,False,True,False,313.0,91.0,82.0,325.79187816941334,hough_pupil,33.17165216119359,74.17034440983039,0.75,,,,,,,,none,,
17,2,R,F17_T2,F17_T2_R,8,S3172R08.jpg,17/2R/S3172R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/2R/S3172R08.jpg,.jpg,18150,ed8f63279b89633acc1f6c210574c479749c99339a1f9568686edd7c028d4684,640,480,L,JPEG,True,iris not found,True,17,2,R,8,True,True,107.56721496582033,40.66875457763672,29.61396971825494,0.01537109375,0.0001041666666666,2R,False,False,False,False,False,False,False,True,False,320.0,136.0,84.0,346.3933421196899,hough_pupil,33.292830242307964,83.34424975664024,0.75,,,,,,,,none,,
18,1,L,F18_T1,F18_T1_L,5,S3181L05.jpg,18/1L/S3181L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/18/1L/S3181L05.jpg,.jpg,16108,4b49886fbedbdb0cf9b1898f800bc25deeef399141c4d2698ddbf702b049c65b,640,480,L,JPEG,True,,True,18,1,L,5,True,True,115.4719696044922,36.44906997680664,18.19432067183389,0.0087239583333333,8.138020833333333e-05,1L,False,False,False,False,False,False,False,True,True,250.0,236.0,84.0,339.0556473263695,hough_pupil,40.06110992681021,88.59084272006675,0.75,226.0,212.0,159.0,23.919768031540585,radial_lateral_search,25.557615280151367,7.340003967285156,low,1.8928571428571428,33.94112549695428
18,2,L,F18_T2,F18_T2_L,7,S3182L07.jpg,18/2L/S3182L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/18/2L/S3182L07.jpg,.jpg,20318,6e003face713fb702c5d49f87f70aa4f1a7b4380a0c942e6712ac40b8f6317f8,640,480,L,JPEG,True,iris not found,True,18,2,L,7,True,True,118.93447875976562,33.90426254272461,27.386990311675607,0.0046419270833333,0.0001302083333333,2L,False,False,False,False,False,False,False,True,False,101.0,185.0,84.0,323.8517235311011,hough_pupil,41.48561074397783,87.36391329818395,0.75,,,,,,,,none,,
19,1,L,F19_T1,F19_T1_L,2,S3191L02.jpg,19/1L/S3191L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/19/1L/S3191L02.jpg,.jpg,20254,7fc08989b2d0053718d6c418073140d6c0631f3909e7715226a6e99796670a7b,640,480,L,JPEG,True,iris not found,True,19,1,L,2,True,True,113.68914031982422,35.36480712890625,35.39857223154703,0.0005110677083333,5.208333333333334e-05,1L,False,False,False,False,False,False,False,True,False,421.34466552734375,341.2767028808594,13.23806858062744,300.80277759459216,threshold_p2,29.60212201591512,58.02894736842105,0.7408575874493999,,,,,,,,none,,
19,1,R,F19_T1,F19_T1_R,2,S3191R02.jpg,19/1R/S3191R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/19/1R/S3191R02.jpg,.jpg,20196,70e88c2e7fd5337fe9cea4dcd2412cd26770287b95c9b2a43ce66382c3dac54a,640,480,L,JPEG,True,iris not found,True,19,1,R,2,True,True,119.8100814819336,43.89402770996094,35.406942140324915,0.0038541666666666,6.8359375e-05,1R,False,False,False,False,False,False,False,True,False,352.0,346.0,84.0,373.59858643422297,hough_pupil,36.30313366020038,102.13941037407872,0.75,,,,,,,,none,,
19,2,L,F19_T2,F19_T2_L,7,S3192L07.jpg,19/2L/S3192L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/19/2L/S3192L07.jpg,.jpg,16550,1ab81c1dc07b2fb5b16c005ff859101546d65e1ada8b724bb8bd7a25640b7b15,640,480,L,JPEG,True,iris not found,True,19,2,L,7,True,True,131.56317138671875,34.96477508544922,31.597769800779563,0.0011686197916666,0.0001595052083333,2L,False,False,False,False,False,False,False,True,False,184.0,128.0,80.0,363.78223305207126,hough_pupil,48.03633392982183,117.01853408743504,0.75,,,,,,,,none,,
19,2,R,F19_T2,F19_T2_R,9,S3192R09.jpg,19/2R/S3192R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/19/2R/S3192R09.jpg,.jpg,18778,73bbd29d03d10fd43bd899167b513c05c8cb8ff9db3bf4bc9d6a20e9d7b477d0,640,480,L,JPEG,True,,True,19,2,R,9,True,True,119.90204620361328,43.5167121887207,30.982793658404887,0.0069205729166666,3.580729166666667e-05,2R,False,False,False,False,False,False,False,True,True,406.0,323.0,84.0,349.44258330361833,hough_pupil,35.674269878490726,89.5738423028786,0.75,398.0,315.0,159.0,18.823218808132573,radial_lateral_search,18.1782169342041,4.930000305175781,low,1.8928571428571428,11.31370849898476
24,2,R,F24_T2,F24_T2_R,2,S3242R02.jpg,24/2R/S3242R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/24/2R/S3242R02.jpg,.jpg,20175,69647c9baa4f4f59e297c5072f4352cccfe9aae950aaa42926fcdcaa27867118,640,480,L,JPEG,True,,True,24,2,R,2,True,True,104.95038604736328,51.17825698852539,37.498884987343686,0.0211328125,0.0001171875,2R,False,False,False,False,False,False,False,True,True,317.0,305.0,80.0,319.09269309479913,hough_pupil,33.94102544153116,69.70918679302966,0.75,341.0,305.0,156.0,22.415040588378904,radial_lateral_search,22.70403289794922,6.3650054931640625,low,1.95,24.0
24,2,R,F24_T2,F24_T2_R,6,S3242R06.jpg,24/2R/S3242R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/24/2R/S3242R06.jpg,.jpg,19753,dc032b5ef62c06cd61578f9fd91495dfaedc4f205c7a2712f09c52a574650a26,640,480,L,JPEG,True,,True,24,2,R,6,True,True,111.2924346923828,45.38196563720703,30.93063573947482,0.0137760416666666,0.0001236979166666,2R,False,False,False,False,False,False,False,True,True,333.0,358.0,75.0,325.22184081998734,hough_pupil,36.80290548321375,78.64210155148096,0.75,333.0,334.0,142.0,12.611062596638998,radial_lateral_search,16.88572883605957,3.680000305175781,low,1.893333333333333,24.0
42,2,R,F42_T2,F42_T2_R,6,S3422R06.jpg,42/2R/S3422R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/42/2R/S3422R06.jpg,.jpg,19480,6e3029d029366cce0388e7025c6ec34dcda64bc0068c5b0c9af81461e75ce0ac,640,480,L,JPEG,True,iris not found,True,42,2,R,6,True,True,122.9153289794922,39.006099700927734,42.13600262831582,0.010009765625,8.7890625e-05,2R,False,False,False,False,False,False,False,True,False,519.0,157.0,79.0,342.722731996797,hough_pupil,28.840761262346422,78.17068497525148,0.75,,,,,,,,none,,
45,1,R,F45_T1,F45_T1_R,2,S3451R02.jpg,45/1R/S3451R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/45/1R/S3451R02.jpg,.jpg,15414,36c4ec22794eb5773aaca9e2b0fcb49f569d274a09779f67e8517b970b3c312c,640,480,L,JPEG,True,iris not found,True,45,1,R,2,True,True,82.13351440429688,27.269018173217773,17.74885513712565,0.01625,0.0001399739583333,1R,False,True,False,False,False,True,False,True,False,279.5,135.5,83.53751373291016,310.2237947251151,threshold_p5,26.40680736161444,61.78027483538506,0.4031266362791831,,,,,,,,none,,
48,1,R,F48_T1,F48_T1_R,5,S3481R05.jpg,48/1R/S3481R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/48/1R/S3481R05.jpg,.jpg,22384,878f6a4bb4a5864c063c396565d60a237faafa8a84c6035b9b7c697ac5772954,640,480,L,JPEG,True,iris not found,True,48,1,R,5,True,True,100.60356903076172,32.61936569213867,45.37889237695271,0.0088346354166666,0.0001302083333333,1R,False,False,False,False,False,False,False,True,False,249.9235992431641,132.7117919921875,83.44648742675781,354.93228750522945,threshold_p6,34.8841043132239,97.12453478385342,0.4392728224958467,,,,,,,,none,,
48,1,R,F48_T1,F48_T1_R,9,S3481R09.jpg,48/1R/S3481R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/48/1R/S3481R09.jpg,.jpg,22175,546890c9c60685300c15416675168ebc592171237a545b9abc8ae2375b0e609a,640,480,L,JPEG,True,iris not found,True,48,1,R,9,True,True,101.78437042236328,33.23294448852539,45.96000536901687,0.00857421875,0.0001529947916666,1R,False,False,False,False,False,False,False,True,False,243.30319213867188,135.40159606933594,84.08011627197266,357.75410362374095,threshold_p6,34.9106800255809,98.50834376303712,0.4494979485424673,,,,,,,,none,,
53,2,L,F53_T2,F53_T2_L,4,S3532L04.jpg,53/2L/S3532L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/53/2L/S3532L04.jpg,.jpg,18420,8cd4d2c62106abe0e28a5d4b3bd8415505b9c56ac946a3bd9582386d4ee85f7c,640,480,L,JPEG,True,iris not found,True,53,2,L,4,True,True,97.22434997558594,37.990570068359375,22.933374894449432,0.0368977864583333,0.0002311197916666,2L,False,False,False,True,False,True,False,True,False,320.0,117.0,80.0,328.0588229906961,hough_pupil,21.92165253248269,57.615015294072094,0.75,,,,,,,,none,,
56,2,L,F56_T2,F56_T2_L,2,S3562L02.jpg,56/2L/S3562L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/56/2L/S3562L02.jpg,.jpg,19759,509c4a18ddd94c9c4631856a8dbcfc0e64b6ce8723aa49a031f63d10cb0a7e7c,640,480,L,JPEG,True,iris not found,True,56,2,L,2,True,True,84.83316802978516,33.54948425292969,38.81747692718505,0.0211588541666666,0.0001236979166666,2L,False,False,False,False,False,False,False,True,False,285.0,110.0,70.0,310.58151286739354,hough_pupil,35.75449466734383,70.49150885137917,0.75,,,,,,,,none,,
65,1,L,F65_T1,F65_T1_L,2,S3651L02.jpg,65/1L/S3651L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/65/1L/S3651L02.jpg,.jpg,17160,cdfc3b83fc652c77c32ce752edd4042a4ecdf2dbbf55720ef197a83bc3d60505,640,480,L,JPEG,True,iris not found,True,65,1,L,2,True,True,138.4337615966797,42.37302780151367,31.180131725904673,0.0010872395833333,0.000126953125,1L,False,False,False,False,False,False,False,True,False,379.0,131.0,83.0,355.50238941352706,hough_pupil,45.77327579901996,107.90199382196012,0.75,,,,,,,,none,,
65,2,L,F65_T2,F65_T2_L,9,S3652L09.jpg,65/2L/S3652L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/65/2L/S3652L09.jpg,.jpg,17936,5366eb2cde638fdf91096277337082d6a1db3759c89dddedce8e0a92fd8d6a80,640,480,L,JPEG,True,iris not found,True,65,2,L,9,True,True,129.72181701660156,41.347381591796875,44.275885237789154,0.0012337239583333,9.114583333333334e-05,2L,False,False,False,False,False,False,False,True,False,445.0,127.0,83.0,329.52459786446224,hough_pupil,38.807430702845025,85.857559569832,0.75,,,,,,,,none,,
65,2,R,F65_T2,F65_T2_R,2,S3652R02.jpg,65/2R/S3652R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/65/2R/S3652R02.jpg,.jpg,16546,8aca4d3363617e283e2212ae893f1623ae47a220d7898685e48a1214273e31f0,640,480,L,JPEG,True,,True,65,2,R,2,True,True,128.1096649169922,39.07497787475586,17.918858370929293,0.0003841145833333,7.8125e-05,2R,False,False,False,False,False,False,False,True,True,405.0,130.0,78.0,325.3266413987872,hough_pupil,56.87695879280325,110.0034984719318,0.75,405.0,154.0,152.0,12.218863188914764,radial_lateral_search,20.534988403320312,0.6350021362304688,low,1.948717948717949,24.0
67,1,L,F67_T1,F67_T1_L,6,S3671L06.jpg,67/1L/S3671L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/67/1L/S3671L06.jpg,.jpg,17642,60cfd94fee1b16bedbf785d8a1d9bcfd237ef3c58fd42900a75f56db1e6ac1bf,640,480,L,JPEG,True,,True,67,1,L,6,True,True,128.54608154296875,41.11734390258789,27.00015086869134,0.0012044270833333,5.859375e-05,1L,False,False,False,False,False,False,False,True,True,394.0,298.0,84.0,373.7292037237793,hough_pupil,31.28586655297378,94.24913085801695,0.75,370.0,274.0,163.0,23.582003255219902,radial_lateral_search,25.204374313354492,7.215003967285156,low,1.9404761904761905,33.94112549695428
67,1,R,F67_T1,F67_T1_R,1,S3671R01.jpg,67/1R/S3671R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/67/1R/S3671R01.jpg,.jpg,16670,203501ba3348a5abba8e22360231b7db65ce4eca37a7c1051550f76987ce60d8,640,480,L,JPEG,True,,True,67,1,R,1,True,True,119.89965057373048,39.843109130859375,21.83118936656316,0.0016373697916666,7.486979166666666e-05,1R,False,False,False,False,False,False,False,True,True,293.0,283.0,84.0,349.90248334620395,hough_pupil,45.1653520926597,101.84640522875816,0.75,293.0,283.0,175.0,21.20549519856771,radial_lateral_search,18.53815460205078,3.8100051879882817,low,2.0833333333333335,0.0
67,2,L,F67_T2,F67_T2_L,4,S3672L04.jpg,67/2L/S3672L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/67/2L/S3672L04.jpg,.jpg,18347,5b62237e3aeb84dc02640ac1146479f8db0093c99f130b58d1d5f0ba527ce29f,640,480,L,JPEG,True,iris not found,True,67,2,L,4,True,True,126.7292938232422,43.7220344543457,25.273659345404305,0.0007779947916666,0.000107421875,2L,False,False,False,False,False,False,False,True,False,241.0,361.0,83.0,340.5179709716493,hough_pupil,35.59803993271411,85.85005580156245,0.75,,,,,,,,none,,
67,2,L,F67_T2,F67_T2_L,6,S3672L06.jpg,67/2L/S3672L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/67/2L/S3672L06.jpg,.jpg,17740,4b8f1812697896ff1461f758f0d9178c966efc150642dec68cd041712d069afb,640,480,L,JPEG,True,,True,67,2,L,6,True,True,118.1664581298828,36.4221076965332,22.508225283294255,0.0012662760416666,0.0001106770833333,2L,False,False,False,False,False,False,False,True,True,236.0,309.0,78.0,357.1811671937423,hough_pupil,35.523339689909626,92.81309313173556,0.75,236.0,309.0,152.0,21.09522770612668,radial_lateral_search,19.25335121154785,3.6050033569335938,low,1.948717948717949,0.0
67,2,L,F67_T2,F67_T2_L,8,S3672L08.jpg,67/2L/S3672L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/67/2L/S3672L08.jpg,.jpg,17509,416b8d737ef6682cb93f0c49f3cfb8e1a92c520c67f13e7a15d200d7c4a1e412,640,480,L,JPEG,True,iris not found,True,67,2,L,8,True,True,115.82608032226562,45.61016082763672,24.432035778639055,0.012509765625,0.000166015625,2L,False,False,False,False,False,False,False,True,False,377.0,352.0,83.0,323.49768472497743,hough_pupil,31.09705258538726,69.92436915723624,0.75,,,,,,,,none,,
67,2,R,F67_T2,F67_T2_R,5,S3672R05.jpg,67/2R/S3672R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/67/2R/S3672R05.jpg,.jpg,18050,a68aabf64ea2d1ff667a3445cc8e5af7d7821bb5ad3c979956ab89f46f814f06,640,480,L,JPEG,True,iris not found,True,67,2,R,5,True,True,131.30885314941406,45.18718338012695,27.357673578855724,0.0021907552083333,0.00021484375,2R,False,False,False,False,False,False,False,True,False,541.0,260.0,84.0,322.87759808589755,hough_pupil,44.23491792794713,90.1284155182028,0.75,,,,,,,,none,,
67,2,R,F67_T2,F67_T2_R,6,S3672R06.jpg,67/2R/S3672R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/67/2R/S3672R06.jpg,.jpg,18427,f3a3f17a4b729bbdffaf1b3a15d4949ab271bc1e180242e31da5ef2c0e66350c,640,480,L,JPEG,True,iris not found,True,67,2,R,6,True,True,121.67345428466795,47.39055633544922,31.097275758096902,0.005263671875,0.0001692708333333,2R,False,False,False,False,False,False,False,True,False,526.0,231.0,84.0,323.341411358566,hough_pupil,44.935621402686,90.831950283312,0.75,,,,,,,,none,,
