probe_relative_path,probe_code_path,probe_family_id,probe_subject_id,probe_iris_id,probe_eye,true_rank,rank1_correct,true_score,rank1_score,best_impostor_score,margin_best_impostor_minus_true,rank1_gallery_iris_id,rank1_gallery_subject_id,rank1_gallery_family_id,rank1_gallery_eye,rank1_relation_to_probe,rank1_is_twin,rank1_is_twin_same_eye,rank1_is_twin_cross_eye,best_impostor_iris_id,best_impostor_subject_id,best_impostor_family_id,best_impostor_eye,best_impostor_relation_to_probe,best_impostor_is_twin,best_impostor_is_twin_same_eye,best_impostor_is_twin_cross_eye,min_twin_rank,best_twin_score,margin_best_twin_minus_true,min_twin_same_eye_rank,best_twin_same_eye_score,min_twin_cross_eye_rank,best_twin_cross_eye_score,true_common_bits,true_best_shift
48/2L/S3482L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/48__2L__S3482L03.jpg.npz,48,F48_T2,F48_T2_L,L,217,False,0.4574808184143222,0.3820992848127892,0.3820992848127892,-0.075381533601533,F91_T1_R,F91_T1,91,R,unrelated,False,False,False,F91_T1_R,F91_T1,91,R,unrelated,False,False,False,250.0,0.4637660069848661,0.0062851885705438,250.0,0.4637660069848661,,,21896,0
86/1L/S3861L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/86__1L__S3861L09.jpg.npz,86,F86_T1,F86_T1_L,L,105,False,0.4426588056295169,0.3683356285658076,0.3683356285658076,-0.0743231770637093,F24_T1_L,F24_T1,24,L,unrelated,False,False,False,F24_T1_L,F24_T1,24,L,unrelated,False,False,False,,,,,,,,21032,-6
13/2L/S3132L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/13__2L__S3132L09.jpg.npz,13,F13_T2,F13_T2_L,L,185,False,0.445593455780213,0.3767723738374752,0.3767723738374752,-0.0688210819427377,F56_T2_L,F56_T2,56,L,unrelated,False,False,False,F56_T2_L,F56_T2,56,L,unrelated,False,False,False,26.0,0.4129132726401533,-0.0326801831400596,26.0,0.4129132726401533,56.0,0.4232126419146977,25916,0
26/2R/S3262R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/26__2R__S3262R09.jpg.npz,26,F26_T2,F26_T2_R,R,87,False,0.4369482976040353,0.3696425747271865,0.3696425747271865,-0.0673057228768488,F26_T1_R,F26_T1,26,R,twin_same_eye,True,True,False,F26_T1_R,F26_T1,26,R,twin_same_eye,True,True,False,1.0,0.3696425747271865,-0.0673057228768488,1.0,0.3696425747271865,283.0,0.484803391053391,25376,-12
26/2R/S3262R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/26__2R__S3262R08.jpg.npz,26,F26_T2,F26_T2_R,R,194,False,0.44747443445925,0.3811138363872457,0.3811138363872457,-0.0663605980720043,F74_T2_R,F74_T2,74,R,unrelated,False,False,False,F74_T2_R,F74_T2,74,R,unrelated,False,False,False,48.0,0.4195278969957081,-0.0279465374635419,48.0,0.4195278969957081,97.0,0.4312844036697247,25816,-10
48/2L/S3482L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/48__2L__S3482L01.jpg.npz,48,F48_T2,F48_T2_L,L,44,False,0.431284293552812,0.3664919058130979,0.3664919058130979,-0.0647923877397141,F37_T1_L,F37_T1,37,L,unrelated,False,False,False,F37_T1_L,F37_T1,37,L,unrelated,False,False,False,289.0,0.4828860365616492,0.0516017430088371,289.0,0.4828860365616492,,,23328,2
91/1R/S3911R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R09.jpg.npz,91,F91_T1,F91_T1_R,R,189,False,0.4488656504785537,0.386547811993517,0.386547811993517,-0.0623178384850366,F12_T2_L,F12_T2,12,L,unrelated,False,False,False,F12_T2_L,F12_T2,12,L,unrelated,False,False,False,17.0,0.4046047335372725,-0.0442609169412811,17.0,0.4046047335372725,195.0,0.4498419564132423,22568,-8
45/1R/S3451R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/45__1R__S3451R01.jpg.npz,45,F45_T1,F45_T1_R,R,86,False,0.4422874671340929,0.3811988645850726,0.3811988645850726,-0.0610886025490202,F78_T1_L,F78_T1,78,L,unrelated,False,False,False,F78_T1_L,F78_T1,78,L,unrelated,False,False,False,26.0,0.4195570971184632,-0.0227303700156297,26.0,0.4195570971184632,,,22820,4
13/2L/S3132L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/13__2L__S3132L08.jpg.npz,13,F13_T2,F13_T2_L,L,139,False,0.4386844598862918,0.3779000341180484,0.3779000341180484,-0.0607844257682433,F02_T2_L,F02_T2,2,L,unrelated,False,False,False,F02_T2_L,F02_T2,2,L,unrelated,False,False,False,25.0,0.412235294117647,-0.0264491657686448,25.0,0.412235294117647,171.0,0.4445287600546365,25328,4
06/1R/S3061R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/06__1R__S3061R08.jpg.npz,6,F06_T1,F06_T1_R,R,30,False,0.4272525849335303,0.3671025971633818,0.3671025971633818,-0.0601499877701484,F01_T1_L,F01_T1,1,L,unrelated,False,False,False,F01_T1_L,F01_T1,1,L,unrelated,False,False,False,3.0,0.4038940256045519,-0.0233585593289784,3.0,0.4038940256045519,300.0,0.4934760448521916,21664,0
62/2R/S3622R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/62__2R__S3622R10.jpg.npz,62,F62_T2,F62_T2_R,R,134,False,0.4357256088773598,0.3763076469721526,0.3763076469721526,-0.0594179619052072,F56_T1_R,F56_T1,56,R,unrelated,False,False,False,F56_T1_R,F56_T1,56,R,unrelated,False,False,False,219.0,0.4539947128800117,0.0182691040026519,300.0,0.4833946924374904,219.0,0.4539947128800117,27756,0
46/2R/S3462R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/46__2R__S3462R01.jpg.npz,46,F46_T2,F46_T2_R,R,111,False,0.4441747572815534,0.3850755050009806,0.3850755050009806,-0.0590992522805728,F35_T2_R,F35_T2,35,R,unrelated,False,False,False,F35_T2_R,F35_T2,35,R,unrelated,False,False,False,115.0,0.4444652908067542,0.0002905335252008,115.0,0.4444652908067542,132.0,0.4469501718213058,24720,-2
44/2L/S3442L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/44__2L__S3442L06.jpg.npz,44,F44_T2,F44_T2_L,L,161,False,0.4486859773642816,0.3895970394736842,0.3895970394736842,-0.0590889378905973,F06_T1_R,F06_T1,6,R,unrelated,False,False,False,F06_T1_R,F06_T1,6,R,unrelated,False,False,False,293.0,0.479484481851657,0.0307985044873754,303.0,0.4870109381573412,293.0,0.479484481851657,20852,16
01/2L/S3012L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/01__2L__S3012L02.jpg.npz,1,F01_T2,F01_T2_L,L,101,False,0.4367457763475462,0.3778534031413612,0.3778534031413612,-0.058892373206185,F04_T2_L,F04_T2,4,L,unrelated,False,False,False,F04_T2_L,F04_T2,4,L,unrelated,False,False,False,3.0,0.3875024955080854,-0.0492432808394607,3.0,0.3875024955080854,53.0,0.423346338003192,19888,-8
88/2R/S3882R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/88__2R__S3882R04.jpg.npz,88,F88_T2,F88_T2_R,R,106,False,0.4264994119952959,0.3678801843317972,0.3678801843317972,-0.0586192276634986,F46_T2_L,F46_T2,46,L,unrelated,False,False,False,F46_T2_L,F46_T2,46,L,unrelated,False,False,False,214.0,0.4452307428375364,0.0187313308422404,,,214.0,0.4452307428375364,20408,-16
81/1L/S3811L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/81__1L__S3811L02.jpg.npz,81,F81_T1,F81_T1_L,L,135,False,0.4445396879821704,0.3862008660892738,0.3862008660892738,-0.0583388218928965,F26_T1_R,F26_T1,26,R,unrelated,False,False,False,F26_T1_R,F26_T1,26,R,unrelated,False,False,False,72.0,0.4331568816169394,-0.011382806365231,72.0,0.4331568816169394,273.0,0.4714188499489622,23332,10
58/2R/S3582R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/58__2R__S3582R07.jpg.npz,58,F58_T2,F58_T2_R,R,150,False,0.4436090225563909,0.3854938803654542,0.3854938803654542,-0.0581151421909367,F13_T2_R,F13_T2,13,R,unrelated,False,False,False,F13_T2_R,F13_T2,13,R,unrelated,False,False,False,53.0,0.4230122709699109,-0.02059675158648,126.0,0.4381335478680611,53.0,0.4230122709699109,22876,-6
95/2L/S3952L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/95__2L__S3952L02.jpg.npz,95,F95_T2,F95_T2_L,L,31,False,0.4299331761006289,0.3723504721930745,0.3723504721930745,-0.0575827039075544,F24_T1_L,F24_T1,24,L,unrelated,False,False,False,F24_T1_L,F24_T1,24,L,unrelated,False,False,False,213.0,0.4714084507042254,0.0414752746035964,301.0,0.4955331132258691,213.0,0.4714084507042254,20352,16
01/1R/S3011R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/01__1R__S3011R02.jpg.npz,1,F01_T1,F01_T1_R,R,64,False,0.4209027892391483,0.364193663862538,0.364193663862538,-0.0567091253766103,F19_T1_R,F19_T1,19,R,unrelated,False,False,False,F19_T1_R,F19_T1,19,R,unrelated,False,False,False,105.0,0.4316878150530158,0.0107850258138674,207.0,0.4519427402862985,105.0,0.4316878150530158,24236,0
81/2L/S3812L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/81__2L__S3812L03.jpg.npz,81,F81_T2,F81_T2_L,L,90,False,0.4406104547081991,0.3839485458612975,0.3839485458612975,-0.0566619088469015,F21_T1_L,F21_T1,21,L,unrelated,False,False,False,F21_T1_L,F21_T1,21,L,unrelated,False,False,False,75.0,0.436074225400068,-0.004536229308131,75.0,0.436074225400068,159.0,0.4541136692964096,22344,8
50/2L/S3502L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/50__2L__S3502L09.jpg.npz,50,F50_T2,F50_T2_L,L,65,False,0.4337952579301506,0.3790691536160478,0.3790691536160478,-0.0547261043141027,F33_T2_L,F33_T2,33,L,unrelated,False,False,False,F33_T2_L,F33_T2,33,L,unrelated,False,False,False,23.0,0.4180213464696223,-0.0157739114605282,56.0,0.4327549628731626,23.0,0.4180213464696223,24968,0
51/2R/S3512R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/51__2R__S3512R01.jpg.npz,51,F51_T2,F51_T2_R,R,52,False,0.4342081031307551,0.3797923322683706,0.3797923322683706,-0.0544157708623844,F51_T1_L,F51_T1,51,L,twin_cross_eye,True,False,True,F51_T1_L,F51_T1,51,L,twin_cross_eye,True,False,True,1.0,0.3797923322683706,-0.0544157708623844,131.0,0.4492760263929619,1.0,0.3797923322683706,21720,10
72/2L/S3722L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/72__2L__S3722L05.jpg.npz,72,F72_T2,F72_T2_L,L,94,False,0.4267669172932331,0.3724974550390227,0.3724974550390227,-0.0542694622542103,F29_T1_L,F29_T1,29,L,unrelated,False,False,False,F29_T1_L,F29_T1,29,L,unrelated,False,False,False,241.0,0.4547904712223961,0.028023553929163,257.0,0.4578327352161023,241.0,0.4547904712223961,26600,-2
91/1R/S3911R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R08.jpg.npz,91,F91_T1,F91_T1_R,R,117,False,0.4363603861279942,0.3829113924050633,0.3829113924050633,-0.0534489937229309,F12_T2_L,F12_T2,12,L,unrelated,False,False,False,F12_T2_L,F12_T2,12,L,unrelated,False,False,False,76.0,0.4279605798990064,-0.0083998062289878,76.0,0.4279605798990064,180.0,0.447375516807478,22376,-12
92/2L/S3922L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/92__2L__S3922L02.jpg.npz,92,F92_T2,F92_T2_L,L,60,False,0.4293331211204838,0.3770445798588839,0.3770445798588839,-0.0522885412615999,F92_T1_R,F92_T1,92,R,twin_cross_eye,True,False,True,F92_T1_R,F92_T1,92,R,twin_cross_eye,True,False,True,1.0,0.3770445798588839,-0.0522885412615999,21.0,0.4178311356032277,1.0,0.3770445798588839,25132,0
93/1R/S3931R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/93__1R__S3931R08.jpg.npz,93,F93_T1,F93_T1_R,R,125,False,0.4362421929215822,0.3843952689813048,0.3843952689813048,-0.0518469239402774,F06_T1_R,F06_T1,6,R,unrelated,False,False,False,F06_T1_R,F06_T1,6,R,unrelated,False,False,False,154.0,0.4421944035346097,0.0059522106130274,154.0,0.4421944035346097,173.0,0.4453270238296434,23056,8
03/2R/S3032R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R06.jpg.npz,3,F03_T2,F03_T2_R,R,29,False,0.4307667934093789,0.3789993726474278,0.3789993726474278,-0.0517674207619511,F31_T2_L,F31_T2,31,L,unrelated,False,False,False,F31_T2_L,F31_T2,31,L,unrelated,False,False,False,123.0,0.4539047817916057,0.0231379883822268,123.0,0.4539047817916057,143.0,0.4571936542669584,25248,4
35/1L/S3351L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/35__1L__S3351L01.jpg.npz,35,F35_T1,F35_T1_L,L,37,False,0.4238914027149321,0.3724018475750577,0.3724018475750577,-0.0514895551398744,F54_T1_L,F54_T1,54,L,unrelated,False,False,False,F54_T1_L,F54_T1,54,L,unrelated,False,False,False,11.0,0.405832899982666,-0.0180585027322661,11.0,0.405832899982666,36.0,0.423218079969094,22100,4
24/2L/S3242L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__2L__S3242L02.jpg.npz,24,F24_T2,F24_T2_L,L,182,False,0.4477279368790181,0.3964253664373317,0.3964253664373317,-0.0513025704416864,F76_T1_L,F76_T1,76,L,unrelated,False,False,False,F76_T1_L,F76_T1,76,L,unrelated,False,False,False,94.0,0.4318360526833104,-0.0158918841957077,94.0,0.4318360526833104,129.0,0.4380713653789442,27376,0
93/1R/S3931R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/93__1R__S3931R03.jpg.npz,93,F93_T1,F93_T1_R,R,56,False,0.4236466231705166,0.3729226361031518,0.3729226361031518,-0.0507239870673648,F51_T2_R,F51_T2,51,R,unrelated,False,False,False,F51_T2_R,F51_T2,51,R,unrelated,False,False,False,2.0,0.3787913602941176,-0.044855262876399,2.0,0.3787913602941176,73.0,0.4270369191597708,22684,16
64/1R/S3641R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/64__1R__S3641R06.jpg.npz,64,F64_T1,F64_T1_R,R,38,False,0.4150988673449798,0.3651227464518604,0.3651227464518604,-0.0499761208931194,F51_T1_R,F51_T1,51,R,unrelated,False,False,False,F51_T1_R,F51_T1,51,R,unrelated,False,False,False,93.0,0.4328345519469478,0.0177356846019679,93.0,0.4328345519469478,,,20836,14
91/1R/S3911R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R10.jpg.npz,91,F91_T1,F91_T1_R,R,123,False,0.4323706896551724,0.3827818723537713,0.3827818723537713,-0.049588817301401,F54_T1_L,F54_T1,54,L,unrelated,False,False,False,F54_T1_L,F54_T1,54,L,unrelated,False,False,False,47.0,0.4161687170474517,-0.0162019726077207,47.0,0.4161687170474517,191.0,0.4416165230118719,23200,-8
92/2L/S3922L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/92__2L__S3922L09.jpg.npz,92,F92_T2,F92_T2_L,L,112,False,0.4309263428755226,0.3822297075254683,0.3822297075254683,-0.0486966353500543,F70_T2_R,F70_T2,70,R,unrelated,False,False,False,F70_T2_R,F70_T2,70,R,unrelated,False,False,False,120.0,0.4325100963031997,0.001583753427677,140.0,0.4371063680895731,120.0,0.4325100963031997,24872,10
24/2L/S3242L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__2L__S3242L01.jpg.npz,24,F24_T2,F24_T2_L,L,155,False,0.4447269597872007,0.3964715744551135,0.3964715744551135,-0.0482553853320871,F77_T2_R,F77_T2,77,R,unrelated,False,False,False,F77_T2_R,F77_T2,77,R,unrelated,False,False,False,33.0,0.4206919543636094,-0.0240350054235913,209.0,0.4551419129082426,33.0,0.4206919543636094,25564,12
